--------- beginning of system
I/Vold    (  247): Vold 2.1 (the revenge) firing up
D/Vold    (  247): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume usbotg state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
I/Cryptfs (  247): Check if PFE is activated on Boot
W/System.err( 1971): 	at java.io.FileInputStream.<init>(FileInputStream.java:76)
W/System.err( 1971): 	at java.io.FileReader.<init>(FileReader.java:42)
W/System.err( 1971): 	at com.android.server.WangPosManagerService$BinderService.readCSN(WangPosManagerService.java:687)
W/System.err( 1971): 	at android.os.IWangPosManager$Stub.onTransact(IWangPosManager.java:334)
W/System.err( 1971): 	at android.os.Binder.execTransact(Binder.java:446)
W/System.err( 1971): Caused by: android.system.ErrnoException: open failed: ENOENT (No such file or directory)
W/System.err( 1971): 	at libcore.io.Posix.open(Native Method)
W/System.err( 1971): 	at libcore.io.BlockGuardOs.open(BlockGuardOs.java:186)
W/System.err( 1971): 	at libcore.io.IoBridge.open(IoBridge.java:442)
W/System.err( 1971): 	... 5 more
I/WangPosService( 3106): getAccServerAddr  addr:http://pos.weipass.cn/WeiposAcc/comm
W/System.err( 3106): java.net.UnknownHostException: Unable to resolve host "pos.weipass.cn": No address associated with hostname
W/System.err( 3106): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:457)
W/System.err( 3106): 	at java.net.InetAddress.getAllByNameImpl(InetAddress.java:252)
W/System.err( 3106): 	at java.net.InetAddress.getAllByName(InetAddress.java:215)
W/System.err( 3106): 	at com.android.okhttp.HostResolver$1.getAllByName(HostResolver.java:29)
W/System.err( 3106): 	at com.android.okhttp.internal.http.RouteSelector.resetNextInetSocketAddress(RouteSelector.java:232)
W/System.err( 3106): 	at com.android.okhttp.internal.http.RouteSelector.next(RouteSelector.java:124)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpEngine.connect(HttpEngine.java:272)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpEngine.sendRequest(HttpEngine.java:211)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpURLConnectionImpl.execute(HttpURLConnectionImpl.java:382)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:106)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpURLConnectionImpl.getOutputStream(HttpURLConnectionImpl.java:217)
W/System.err( 3106): 	at com.android.volley.toolbox.HurlStack.addBodyIfExists(HurlStack.java:248)
W/System.err( 3106): 	at com.android.volley.toolbox.HurlStack.setConnectionParametersForRequest(HurlStack.java:218)
W/System.err( 3106): 	at com.android.volley.toolbox.HurlStack.performRequest(HurlStack.java:109)
W/System.err( 3106): 	at com.android.volley.toolbox.BasicNetwork.performRequest(BasicNetwork.java:98)
W/System.err( 3106): 	at com.android.volley.NetworkDispatcher.run(NetworkDispatcher.java:112)
W/System.err( 3106): Caused by: android.system.GaiException: android_getaddrinfo failed: EAI_NODATA (No address associated with hostname)
W/System.err( 3106): 	at libcore.io.Posix.android_getaddrinfo(Native Method)
W/System.err( 3106): 	at libcore.io.ForwardingOs.android_getaddrinfo(ForwardingOs.java:55)
W/System.err( 3106): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:438)
W/System.err( 3106): 	... 15 more
D/SessionKeyManager( 3106): onErrorResponse
E/SessionKeyManager( 3106): update sessionkey errCode:1001 , err:无法访问网络，请检查网络设置！
I/Adreno-EGL( 3678): <qeglDrvAPI_eglInitialize:379>: EGL 1.4 QUALCOMM build: Nondeterministic_AU_msm8916_32_LA.BR.1.2.4_RB1__release_AU (Ic8ede1fb34)
I/Adreno-EGL( 3678): OpenGL ES Shader Compiler Version: E031.25.03.04
I/Adreno-EGL( 3678): Build Date: 12/14/15 Mon
I/Adreno-EGL( 3678): Local Branch: mybranch17237357
I/Adreno-EGL( 3678): Remote Branch: quic/LA.BR.1.2.4_rb1.30
I/Adreno-EGL( 3678): Local Patches: NONE
I/Adreno-EGL( 3678): Reconstruct Branch: NOTHING
I/OpenGLRenderer( 3678): Initialized EGL, version 1.4
I/SurfaceFlinger(  248): FPS: 32
D/CrashReport( 3678): >>> cn.wiseasy.launcher.Launcher onPaused <<<
I/WindowState( 1971): WIN DEATH: Window{1f0466b6 u0 com.wangpos.datastructure/com.wangpos.datastructure.MainActivity}
W/InputDispatcher( 1971): channel '3dd442bc com.wangpos.datastructure/com.wangpos.datastructure.java.JavaThreadPrincipleActivity (server)' ~ Consumer closed input channel or an error occurred.  events=0x9
E/InputDispatcher( 1971): channel '3dd442bc com.wangpos.datastructure/com.wangpos.datastructure.java.JavaThreadPrincipleActivity (server)' ~ Channel is unrecoverably broken and will be disposed!
I/WindowState( 1971): WIN DEATH: Window{3dd442bc u0 com.wangpos.datastructure/com.wangpos.datastructure.java.JavaThreadPrincipleActivity}
W/InputDispatcher( 1971): Attempted to unregister already unregistered input channel '3dd442bc com.wangpos.datastructure/com.wangpos.datastructure.java.JavaThreadPrincipleActivity (server)'
D/Launcher( 3678): onNewIntent: true
D/Launcher( 3678): Time spent in onNewIntent: 51
V/Launcher( 3678): Launcher.onResume()
D/CrashReport( 3678): >>> cn.wiseasy.launcher.Launcher onResumed <<<
D/Launcher( 3678): Time spent in onResume: 3
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind-1581
D/LauncherServiceModel( 3678): getAllAppsInfos 请求md5Str: null
D/getBizList3( 3106): requetsMd5 = 
I/WangPosManager( 3106): WangPosManager oncreate
W/System.err( 1971): java.io.FileNotFoundException: persist/csn.config: open failed: ENOENT (No such file or directory)
W/System.err( 1971): 	at libcore.io.IoBridge.open(IoBridge.java:456)
W/System.err( 1971): 	at java.io.FileInputStream.<init>(FileInputStream.java:76)
W/System.err( 1971): 	at java.io.FileReader.<init>(FileReader.java:42)
W/System.err( 1971): 	at com.android.server.WangPosManagerService$BinderService.readCSN(WangPosManagerService.java:687)
W/System.err( 1971): 	at android.os.IWangPosManager$Stub.onTransact(IWangPosManager.java:334)
W/System.err( 1971): 	at android.os.Binder.execTransact(Binder.java:446)
W/System.err( 1971): Caused by: android.system.ErrnoException: open failed: ENOENT (No such file or directory)
W/System.err( 1971): 	at libcore.io.Posix.open(Native Method)
W/System.err( 1971): 	at libcore.io.BlockGuardOs.open(BlockGuardOs.java:186)
W/System.err( 1971): 	at libcore.io.IoBridge.open(IoBridge.java:442)
W/System.err( 1971): 	... 5 more
I/WangPosService( 3106): getAccServerAddr  addr:http://pos.weipass.cn/WeiposAcc/comm
D/BizInterfaceService( 3106): request getBizList3
D/SessionKeyManager( 3106): mEsamService.getWebServerPublicKey()===>> 00 9d 3f 54 1e 57 d6 c7 c1 13 79 86 9a 0c 6a 1f a7 18 8f 3f bb 11 85 4e 3c cd 6c d3 0c 32 d5 91 bb 48 40 7d d2 ed 3c c2 94 74 cb 63 eb ee fa 93 c2 a6 83 99 05 79 ed 39 68 a7 5c 46 1a dd a9 49 ea c5 cb c5 e5 2d 51 be ab 6d 14 ee 92 81 cc d2 62 71 cc a0 08 19 d2 f6 94 a2 5d da 2e c6 e1 49 4a 6e fe db 6f 2e 05 15 d5 b2 b1 f9 c0 fa 05 2e 2e a4 4c 6e 6f 9f b0 89 46 d7 de fa a6 13 c5 8d ec a4 04 32 a4 1c 28 a6 fa df 5b a2 1b 24 90 0c e7 da dc 95 90 ca 04 17 8d d2 ad cd 04 36 b0 ea 00 43 9f 2a ea c2 f4 91 08 23 69 44 99 6c 95 d6 1e 56 9c 59 89 bd 99 0a 6c bc ff 89 7b 9d a5 12 8a a2 b3 40 31 99 10 82 64 25 62 07 de 20 b7 d7 3c bc 84 ef 05 b4 28 84 17 4d bc dc 89 9c a1 af ef 40 88 01 0b df 42 fd ed d5 a2 76 c4 ce 92 c0 fa 8a c7 f0 71 17 e5 e5 7f 80 74 35 4b 28 7f 12 37
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/SessionKeyManager( 3106): en:
I/WangPosService( 3106): getLocalDeviceType :26
I/WangPosService( 3106): localVersion >>> :150
I/WangPosManager( 3106): WangPosManager oncreate
W/System.err( 1971): java.io.FileNotFoundException: persist/csn.config: open failed: ENOENT (No such file or directory)
W/System.err( 1971): 	at libcore.io.IoBridge.open(IoBridge.java:456)
W/System.err( 1971): 	at java.io.FileInputStream.<init>(FileInputStream.java:76)
W/System.err( 1971): 	at java.io.FileReader.<init>(FileReader.java:42)
W/System.err( 1971): 	at com.android.server.WangPosManagerService$BinderService.readCSN(WangPosManagerService.java:687)
W/System.err( 1971): 	at android.os.IWangPosManager$Stub.onTransact(IWangPosManager.java:334)
W/System.err( 1971): 	at android.os.Binder.execTransact(Binder.java:446)
W/System.err( 1971): Caused by: android.system.ErrnoException: open failed: ENOENT (No such file or directory)
W/System.err( 1971): 	at libcore.io.Posix.open(Native Method)
W/System.err( 1971): 	at libcore.io.BlockGuardOs.open(BlockGuardOs.java:186)
W/System.err( 1971): 	at libcore.io.IoBridge.open(IoBridge.java:442)
W/System.err( 1971): 	... 5 more
I/WangPosService( 3106): getAccServerAddr  addr:http://pos.weipass.cn/WeiposAcc/comm
W/System.err( 3106): java.net.UnknownHostException: Unable to resolve host "pos.weipass.cn": No address associated with hostname
W/System.err( 3106): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:427)
W/System.err( 3106): 	at java.net.InetAddress.getAllByNameImpl(InetAddress.java:252)
W/System.err( 3106): 	at java.net.InetAddress.getAllByName(InetAddress.java:215)
W/System.err( 3106): 	at com.android.okhttp.HostResolver$1.getAllByName(HostResolver.java:29)
W/System.err( 3106): 	at com.android.okhttp.internal.http.RouteSelector.resetNextInetSocketAddress(RouteSelector.java:232)
W/System.err( 3106): 	at com.android.okhttp.internal.http.RouteSelector.next(RouteSelector.java:124)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpEngine.connect(HttpEngine.java:272)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpEngine.sendRequest(HttpEngine.java:211)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpURLConnectionImpl.execute(HttpURLConnectionImpl.java:382)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:106)
W/System.err( 3106): 	at com.android.okhttp.internal.http.HttpURLConnectionImpl.getOutputStream(HttpURLConnectionImpl.java:217)
W/System.err( 3106): 	at com.android.volley.toolbox.HurlStack.addBodyIfExists(HurlStack.java:248)
W/System.err( 3106): 	at com.android.volley.toolbox.HurlStack.setConnectionParametersForRequest(HurlStack.java:218)
W/System.err( 3106): 	at com.android.volley.toolbox.HurlStack.performRequest(HurlStack.java:109)
W/System.err( 3106): 	at com.android.volley.toolbox.BasicNetwork.performRequest(BasicNetwork.java:98)
W/System.err( 3106): 	at com.android.volley.NetworkDispatcher.run(NetworkDispatcher.java:112)
D/SessionKeyManager( 3106): onErrorResponse
E/SessionKeyManager( 3106): update sessionkey errCode:1001 , err:无法访问网络，请检查网络设置！
V/RenderScript( 3678): Application requested CPU execution
V/RenderScript( 3678): 0xb8163148 Launching thread(s), CPUs 4
I/Timeline( 3678): Timeline: Activity_idle id: android.os.BinderProxy@826b671 time:2292014
I/Timeline( 1971): Timeline: Activity_windows_visible id: ActivityRecord{12d26118 u0 cn.wiseasy.launcher/.Launcher t5} time:2292257
W/OpenGLRenderer( 3678): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
I/SurfaceFlinger(  248): FPS: 41
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
D/ConnectivityManager( 3106): getMobileDataEnabled()+ subId=2147483643
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 phoneId=0
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 retVal=true
D/ConnectivityManager( 3106): getMobileDataEnabled()- subId=2147483643 retVal=true
E/wpa_supplicant( 3218): eap_proxy: eap_proxy_notify_config
E/wpa_supplicant( 3218): eap_proxy: eap_proxy_notify_config
D/StatusBar.NetworkController( 3752): hasService: mServiceState=1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=true retVal=false
D/StatusBar.NetworkController( 3752): refreshViews: Data not connected!! Set no data type icon / Roaming
D/StatusBar.NetworkController( 3752): refreshViews connected={ } level=4 combinedSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null combinedActivityIconId=0x0 mobileLabel=只能拨打紧急呼救电话 wifiLabel= emergencyOnly=true combinedLabel=未连接互联网 mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null mQSPhoneSignalIconId=0x7f0200ac/com.android.systemui:drawable/ic_qs_signal_no_signal mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x7f02008d/com.android.systemui:drawable/ic_qs_no_sim mWifiIconId=0x7f020350/com.android.systemui:drawable/stat_sys_wifi_signal_null mQSWifiIconId=0x7f0200bd/com.android.systemui:drawable/ic_qs_wifi_no_network mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x10806b3/android:drawable/stat_sys_tether_bluetooth
W/DPMJ    ( 1971): |SERVICE|  getWlanDns caught null ptr exception: java.lang.NullPointerException: Attempt to invoke virtual method 'java.util.List android.net.LinkProperties.getDnsServers()' on a null object reference
I/SimReceiver( 3221): WLAN DISCONNECTED
D/ConnectivityManager( 3106): getMobileDataEnabled()+ subId=2147483643
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 phoneId=0
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 retVal=true
D/ConnectivityManager( 3106): getMobileDataEnabled()- subId=2147483643 retVal=true
E/LocSvc_libulp( 1971): I/===> int ulp_msg_process_system_update(UlpSystemEvent) line 1455 
E/LocSvc_libulp( 1971): I/int ulp_msg_process_system_update(UlpSystemEvent): systemEvent:5 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_process_system_update(UlpSystemEvent) line 2352 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_select_providers() line 333 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_quipc_provider() line 700 
E/LocSvc_libulp( 1971): I/===> int ulp_quipc_stop_engine() line 235 
E/LocSvc_libulp( 1971): I/===> bool ulp_quipc_engine_running() line 60 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_gnss_provider() line 595 
E/LocSvc_libulp( 1971): I/===> int ulp_gnss_stop_engine() line 262 
E/LocSvc_libulp( 1971): I/===> bool ulp_quipc_engine_running() line 60 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_gnp_provider() line 496 
E/LocSvc_libulp( 1971): I/===> bool ulp_gnp_engine_running() line 59 
E/LocSvc_libulp( 1971): I/===> int ulp_gnp_stop_engine() line 195 
E/LocSvc_libulp( 1971): I/===> bool ulp_gnp_engine_running() line 59 
E/LocSvc_libulp( 1971): I/===> bool ulp_gnp_engine_running() line 59 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_zpp_provider() line 437 
E/LocSvc_libulp( 1971): I/===> int ulp_zpp_start_engine() line 98 
E/LocSvc_libulp( 1971): I/===> bool ulp_zpp_engine_running() line 62 
E/LocSvc_api_v02( 1971): I/---> locClientSendReq line 2065 QMI_LOC_GET_BEST_AVAILABLE_POSITION_REQ_V02
E/LocSvc_libulp( 1971): I/===> int ulp_msg_process_start_req() line 447 
E/LocSvc_libulp( 1971): I/int ulp_msg_process_start_req(), at ulp state = 1
E/LocSvc_ApiV02( 1971): I/<--- void globalRespCb(locClientHandleType, uint32_t, locClientRespIndUnionType, void*) line 111 QMI_LOC_GET_BEST_AVAILABLE_POSITION_REQ_V02
E/LocSvc_libulp( 1971): I/===> int ulp_brain_process_zpp_position_report(loc_sess_status, LocPosTechMask, const UlpLocation*) line 1463 
E/LocSvc_libulp( 1971): I/===> int ulp_msg_send_generic_position_report(loc_sess_status, LocPosTechMask, const UlpLocation*, const GpsLocationExtended*, const void*) line 1011 
D/Ulp_jni ( 1971): Location CB invoked
E/LocSvc_libulp( 1971): I/int ulp_brain_process_zpp_position_report(loc_sess_status, LocPosTechMask, const UlpLocation*), report ZPP position to providers,report_position = 1
E/LocSvc_libulp( 1971): I/===> int ulp_brain_select_providers() line 333 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_quipc_provider() line 700 
E/LocSvc_libulp( 1971): I/===> int ulp_quipc_stop_engine() line 235 
E/LocSvc_libulp( 1971): I/===> bool ulp_quipc_engine_running() line 60 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_gnss_provider() line 595 
E/LocSvc_libulp( 1971): I/===> int ulp_gnss_stop_engine() line 262 
E/LocSvc_libulp( 1971): I/===> bool ulp_quipc_engine_running() line 60 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_gnp_provider() line 496 
E/LocSvc_libulp( 1971): I/===> bool ulp_gnp_engine_running() line 59 
E/LocSvc_libulp( 1971): I/===> int ulp_gnp_stop_engine() line 195 
E/LocSvc_libulp( 1971): I/===> bool ulp_gnp_engine_running() line 59 
E/LocSvc_libulp( 1971): I/===> bool ulp_gnp_engine_running() line 59 
E/LocSvc_libulp( 1971): I/===> int ulp_brain_turn_onoff_zpp_provider() line 437 
E/LocSvc_libulp( 1971): I/===> int ulp_zpp_stop_engine() line 174 
E/LocSvc_libulp( 1971): I/===> bool ulp_zpp_engine_running() line 62 
I/SurfaceFlinger(  248): FPS: 26
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 4
I/SurfaceFlinger(  248): FPS: 4
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 3
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
I/SurfaceFlinger(  248): FPS: 4
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4089], NL type[0x1C] WNI type[0x5900] len[57615]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
I/WifiHAL ( 1971): Poll result = 1
I/WifiHAL ( 1971): Found some events!!!
D/WifiHAL ( 1971): no_seq_check received
I/WifiHAL ( 1971): event received NL80211_CMD_TRIGGER_SCAN
I/WifiHAL ( 1971): event received NL80211_CMD_TRIGGER_SCAN, vendor_id = 0x0
I/WifiHAL ( 1971): event ignored!!
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[914], NL type[0x11] WNI type[0x5050] len[894]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4067], NL type[0x1C] WNI type[0x5900] len[51983]
V/WLAN_PSA(  284): NL MSG, PID: 284
D/StatusBar.NetworkController( 3752): hasService: mServiceState=1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=true retVal=false
I/SimReceiver( 3221): WLAN DISCONNECTED
D/StatusBar.NetworkController( 3752): refreshViews: Data not connected!! Set no data type icon / Roaming
D/StatusBar.NetworkController( 3752): refreshViews connected={ } level=4 combinedSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null combinedActivityIconId=0x0 mobileLabel=只能拨打紧急呼救电话 wifiLabel= emergencyOnly=true combinedLabel=未连接互联网 mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null mQSPhoneSignalIconId=0x7f0200ac/com.android.systemui:drawable/ic_qs_signal_no_signal mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x7f02008d/com.android.systemui:drawable/ic_qs_no_sim mWifiIconId=0x7f020350/com.android.systemui:drawable/stat_sys_wifi_signal_null mQSWifiIconId=0x7f0200bd/com.android.systemui:drawable/ic_qs_wifi_no_network mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x10806b3/android:drawable/stat_sys_tether_bluetooth
W/DPMJ    ( 1971): |SERVICE|  getWlanDns caught null ptr exception: java.lang.NullPointerException: Attempt to invoke virtual method 'java.util.List android.net.LinkProperties.getDnsServers()' on a null object reference
D/ConnectivityManager( 3106): getMobileDataEnabled()+ subId=2147483643
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 phoneId=0
